"Customer ID","Max(Order Date)","Unique count(Order ID)","Sum(Sales)","First(Segment)","First(Customer Name)"
"CS-2400","2014-12-20",5,2293.17,"Home Office","Christopher Schild"
"CS-2460","2014-06-12",8,2671.2270000000003,"Consumer","Chuck Sachs"
"CS-2490","2014-07-15",3,1664.1300000000003,"Corporate","Cindy Schnelling"
"CS-2505","2014-11-11",7,1894.5,"Consumer","Cindy Stewart"
"CT-11995","2014-12-03",27,13715.797039999998,"Consumer","Carol Triggs"
"CT-1995","2012-11-08",2,422.77799999999996,"Consumer","Carol Triggs"
"CV-12295","2014-11-22",20,9042.268180000001,"Consumer","Christina VanderZanden"
"CV-12805","2014-12-27",20,9764.130599999999,"Corporate","Cynthia Voltz"
"CV-2295","2014-10-07",9,1283.2409999999998,"Consumer","Christina VanderZanden"
"CV-2805","2014-04-18",7,5088.852,"Corporate","Cynthia Voltz"
"CW-11905","2014-12-23",25,12917.631600000004,"Home Office","Carl Weiss"
"CW-1905","2013-12-12",4,1436.3100000000002,"Home Office","Carl Weiss"
"CY-12745","2014-11-01",31,13928.468300000002,"Corporate","Craig Yedwab"
"CY-2745","2013-08-26",4,293.034,"Corporate","Craig Yedwab"
"Co-12640","2014-12-27",25,12279.23076,"Consumer","Corey-Lock"
"Co-2640","2014-01-03",5,767.637,"Consumer","Corey-Lock"
"DA-13450","2014-12-18",25,13035.368260000003,"Home Office","Dianna Arnett"
"DA-3450","2014-12-17",4,2212.05,"Home Office","Dianna Arnett"
"DB-12910","2014-12-29",27,12338.283700000002,"Home Office","Daniel Byrd"
"DB-12970","2014-05-28",11,9166.209200000001,"Corporate","Darren Budd"
"DB-13060","2014-12-15",26,23476.91165999999,"Consumer","Dave Brooks"
"DB-13120","2014-12-26",16,5602.59462,"Corporate","David Bremer"
"DB-13210","2014-12-24",27,13743.595899999993,"Consumer","Dean Braden"
"DB-13270","2014-12-22",25,11690.3695,"Home Office","Deborah Brumfield"
"DB-13360","2014-11-14",28,6919.81436,"Home Office","Dennis Bolton"
"DB-13405","2014-12-03",26,16083.956660000003,"Consumer","Denny Blanton"
"DB-13555","2014-11-25",22,9415.2204,"Corporate","Dorothy Badders"
"DB-13615","2014-12-04",28,10031.456799999998,"Consumer","Doug Bickford"
"DB-13660","2014-12-19",20,11397.064839999995,"Consumer","Duane Benoit"
"DB-2910","2014-11-07",8,3051.18,"Home Office","Daniel Byrd"
"DB-2970","2014-11-04",4,513.03,"Corporate","Darren Budd"
"DB-3060","2014-12-23",8,2070.2580000000003,"Consumer","Dave Brooks"
"DB-3120","2014-01-07",4,671.232,"Corporate","David Bremer"
"DB-3210","2013-05-28",7,387.021,"Consumer","Dean Braden"
"DB-3270","2014-11-13",2,886.2299999999999,"Home Office","Deborah Brumfield"
"DB-3360","2013-10-23",2,3691.53,"Home Office","Dennis Bolton"
"DB-3405","2013-06-22",2,548.682,"Consumer","Denny Blanton"
"DB-3555","2014-12-26",3,971.112,"Corporate","Dorothy Badders"
"DB-3615","2014-09-15",4,2824.152,"Consumer","Doug Bickford"
"DB-3660","2014-05-08",3,2207.712,"Consumer","Duane Benoit"
"DC-12850","2014-11-24",29,9307.365499999998,"Consumer","Dan Campbell"
"DC-13285","2014-12-13",23,16164.649899999997,"Consumer","Debra Catini"
"DC-2850","2014-11-27",9,4131.144,"Consumer","Dan Campbell"
"DC-3285","2013-12-04",4,800.0039999999999,"Consumer","Debra Catini"
"DD-13570","2014-11-20",24,8741.464800000005,"Consumer","Dorothy Dickinson"
"DD-3570","2014-10-29",8,2331.4140000000007,"Consumer","Dorothy Dickinson"
"DE-13255","2014-12-12",22,10085.789999999997,"Home Office","Deanra Eno"
"DE-3255","2014-11-13",8,2714.49,"Home Office","Deanra Eno"
"DF-13135","2014-12-22",18,10240.383899999999,"Consumer","David Flashing"
"DF-3135","2014-11-18",4,1301.6519999999998,"Consumer","David Flashing"
"DG-13300","2014-12-01",28,13731.428000000004,"Corporate","Deirdre Greer"
"DG-3300","2014-12-17",6,2982.3119999999994,"Corporate","Deirdre Greer"
"DH-13075","2014-10-17",25,14128.678099999994,"Corporate","Dave Hallsten"
"DH-13675","2014-12-10",17,7817.308499999998,"Home Office","Duane Huffman"
"DH-3075","2014-07-25",10,2063.6820000000002,"Corporate","Dave Hallsten"
"DH-3675","2014-12-11",12,4661.844000000001,"Home Office","Duane Huffman"
"DJ-13420","2014-12-09",28,22142.431139999997,"Corporate","Denny Joy"
"DJ-13510","2014-12-25",31,15420.287900000003,"Corporate","Don Jones"
"DJ-13630","2014-12-19",27,12560.130000000005,"Consumer","Doug Jacobs"
"DJ-3420","2014-12-30",4,419.64,"Corporate","Denny Joy"
"DJ-3510","2014-12-25",7,5976.6900000000005,"Corporate","Don Jones"
"DJ-3630","2014-11-27",6,1293.9479999999996,"Consumer","Doug Jacobs"
"DK-12835","2014-12-10",32,17590.5547,"Corporate","Damala Kotsonis"
"DK-12895","2014-11-16",22,18340.62916000001,"Consumer","Dana Kaydos"
"DK-12985","2014-12-30",35,14823.968500000004,"Consumer","Darren Koutras"
"DK-13090","2014-12-23",36,19178.639199999998,"Consumer","Dave Kipp"
"DK-13150","2014-12-21",22,15983.711000000005,"Corporate","David Kendrick"
"DK-13225","2014-12-30",29,9246.468599999995,"Corporate","Dean Katz"
"DK-13375","2014-12-27",26,16258.533999999998,"Consumer","Dennis Kane"
"DK-2835","2014-12-10",11,3373.143,"Corporate","Damala Kotsonis"
"DK-2895","2014-08-07",6,1292.1299999999999,"Consumer","Dana Kaydos"
"DK-2985","2011-09-12",1,81.432,"Consumer","Darren Koutras"
"DK-3090","2014-10-24",3,273.768,"Consumer","Dave Kipp"
"DK-3150","2014-11-04",14,1577.8740000000003,"Corporate","David Kendrick"
"DK-3225","2014-10-27",8,1407.984,"Corporate","Dean Katz"
"DK-3375","2014-09-05",10,3846.78,"Consumer","Dennis Kane"
"DL-12865","2014-11-04",34,11185.7181,"Consumer","Dan Lawera"
"DL-12925","2014-11-04",21,11364.680800000004,"Consumer","Daniel Lacy"
"DL-13315","2014-12-13",27,18505.600499999997,"Consumer","Delfina Latchford"
"DL-13330","2014-12-19",34,16781.630999999987,"Consumer","Denise Leinenbach"
"DL-13495","2014-12-09",27,15872.183999999994,"Corporate","Dionis Lloyd"
"DL-2865","2014-06-12",7,1502.964,"Consumer","Dan Lawera"
"DL-2925","2014-11-24",7,831.9960000000001,"Consumer","Daniel Lacy"
"DL-3315","2014-11-14",6,1746.8700000000001,"Consumer","Delfina Latchford"
"DL-3330","2013-01-25",3,1159.3500000000001,"Consumer","Denise Leinenbach"
"DL-3495","2014-03-24",5,773.604,"Corporate","Dionis Lloyd"
"DM-12955","2014-11-21",32,19862.575919999996,"Corporate","Dario Medina"
"DM-13015","2014-12-26",30,15626.5318,"Consumer","Darrin Martin"
"DM-13345","2014-12-29",27,17054.890499999987,"Corporate","Denise Monton"
"DM-13525","2014-11-26",19,9640.381680000002,"Corporate","Don Miller"
"DM-2955","2014-12-19",9,2437.407,"Corporate","Dario Medina"
"DM-3015","2014-12-29",6,2105.7899999999995,"Consumer","Darrin Martin"
"DM-3345","2014-08-08",6,4998.42,"Corporate","Denise Monton"
"DM-3525","2014-02-13",6,2191.266,"Corporate","Don Miller"
"DN-13690","2014-12-12",24,13098.338,"Consumer","Duane Noonan"
"DN-3690","2014-12-19",5,1815.9539999999997,"Consumer","Duane Noonan"
"DO-13435","2014-10-28",32,15280.885500000002,"Consumer","Denny Ordway"
"DO-13645","2014-12-05",25,12083.480919999998,"Consumer","Doug O'Connell"
"DO-3435","2014-11-25",10,3515.7300000000005,"Consumer","Denny Ordway"
"DO-3645","2014-11-20",5,1689.252,"Consumer","Doug O'Connell"
"DP-13000","2014-10-31",31,13882.762400000003,"Consumer","Darren Powers"
"DP-13105","2014-12-25",25,18930.03220000001,"Corporate","Dave Poirier"
"DP-13165","2014-12-24",25,22211.282119999996,"Consumer","David Philippe"
"DP-13390","2014-12-31",27,10282.791199999994,"Home Office","Dennis Pardue"
"DP-3000","2014-12-17",10,2093.61,"Consumer","Darren Powers"
"DP-3105","2014-10-28",6,6970.716000000001,"Corporate","Dave Poirier"
"DP-3165","2014-12-24",6,1517.9520000000002,"Consumer","David Philippe"
"DP-3390","2014-12-19",6,1376.13,"Home Office","Dennis Pardue"
"DR-12880","2014-12-28",32,14415.3383,"Corporate","Dan Reichenbach"
"DR-12940","2014-12-04",33,25641.464919999995,"Home Office","Daniel Raglin"
"DR-2880","2014-12-27",8,2291.463,"Corporate","Dan Reichenbach"
"DR-2940","2014-11-22",8,2288.4,"Home Office","Daniel Raglin"
"DS-13030","2014-09-29",26,11644.296499999999,"Home Office","Darrin Sayre"
"DS-13180","2014-12-17",31,13447.411999999998,"Corporate","David Smith"
"DS-3030","2014-11-13",6,1636.512,"Home Office","Darrin Sayre"
"DS-3180","2014-10-21",2,185.13599999999997,"Corporate","David Smith"
"DV-13045","2014-12-12",24,18106.01292,"Corporate","Darrin Van Huff"
"DV-13465","2014-12-02",20,12910.876879999994,"Consumer","Dianna Vittorini"
"DV-3045","2014-11-28",13,4640.319,"Corporate","Darrin Van Huff"
"DV-3465","2014-12-18",5,4037.82,"Consumer","Dianna Vittorini"
"DW-13195","2014-12-25",26,9689.317099999998,"Corporate","David Wiener"
"DW-13480","2014-10-27",23,16336.855599999997,"Home Office","Dianna Wilson"
"DW-13540","2014-12-19",20,13166.414999999992,"Consumer","Don Weiss"
"DW-13585","2014-12-26",37,12143.043599999999,"Corporate","Dorothy Wardle"
"DW-3195","2012-02-02",4,1241.2260000000003,"Corporate","David Wiener"
"DW-3480","2014-11-06",12,7118.106,"Home Office","Dianna Wilson"
"DW-3540","2014-11-07",4,1216.5869999999998,"Consumer","Don Weiss"
"DW-3585","2014-12-03",4,461.87399999999997,"Corporate","Dorothy Wardle"
"Dl-13600","2014-12-26",20,11912.763400000002,"Corporate","Dorris liebe"
"Dl-3600","2014-09-11",10,2809.056,"Corporate","Dorris liebe"
"Dp-13240","2014-12-13",28,22225.610320000003,"Home Office","Dean percer"
"Dp-3240","2014-12-06",7,609.3,"Home Office","Dean percer"
"EA-14035","2014-09-29",31,11387.06772,"Corporate","Erin Ashbrook"
"EA-4035","2014-07-19",3,131.808,"Corporate","Erin Ashbrook"
"EB-13705","2014-11-13",30,12382.2841,"Corporate","Ed Braxton"
"EB-13750","2014-11-29",20,8489.990999999995,"Corporate","Edward Becker"
"EB-13840","2014-12-29",25,20188.15894,"Corporate","Ellis Ballard"
"EB-13870","2014-12-16",19,6850.983700000001,"Consumer","Emily Burns"
"EB-13930","2014-12-12",18,9533.951899999998,"Consumer","Eric Barreto"
"EB-13975","2014-12-31",32,13405.601299999997,"Corporate","Erica Bern"
"EB-14110","2014-11-26",24,13665.467300000002,"Consumer","Eugene Barchas"
"EB-14170","2014-12-12",23,6736.4391000000005,"Consumer","Evan Bailliet"
"EB-3705","2013-11-28",3,3141.63,"Corporate","Ed Braxton"
"EB-3750","2014-06-30",6,939.1529999999998,"Corporate","Edward Becker"
"EB-3840","2014-11-18",6,1797.738,"Corporate","Ellis Ballard"
"EB-3870","2013-08-21",5,184.87199999999999,"Consumer","Emily Burns"
"EB-3930","2014-12-24",9,2433.5160000000005,"Consumer","Eric Barreto"
"EB-3975","2014-11-26",9,2713.6200000000013,"Corporate","Erica Bern"
"EB-4110","2014-12-11",10,2417.7570000000005,"Consumer","Eugene Barchas"
"EB-4170","2014-11-07",6,1267.6200000000001,"Consumer","Evan Bailliet"
"EC-14050","2014-11-08",19,4430.236100000001,"Consumer","Erin Creighton"
"EC-4050","2014-07-22",7,2301.3150000000005,"Consumer","Erin Creighton"
"ED-13885","2014-12-16",31,18018.879000000004,"Home Office","Emily Ducich"
"ED-3885","2014-11-05",8,525.474,"Home Office","Emily Ducich"
"EG-13900","2014-12-09",21,16562.350680000003,"Consumer","Emily Grady"
"EG-3900","2014-11-10",11,6549.950999999998,"Consumer","Emily Grady"
"EH-13765","2014-12-29",29,20259.916,"Corporate","Edward Hooks"
"EH-13945","2014-11-04",27,7832.686020000001,"Consumer","Eric Hoffmann"
"EH-13990","2014-11-17",26,8807.0846,"Consumer","Erica Hackney"
"EH-14005","2014-12-29",28,10374.938100000003,"Home Office","Erica Hernandez"
"EH-14125","2014-09-20",31,17408.31362,"Home Office","Eugene Hildebrand"
"EH-14185","2014-10-25",29,12800.513819999996,"Consumer","Evan Henry"
"EH-3765","2014-08-25",9,1010.3819999999997,"Corporate","Edward Hooks"
"EH-3945","2014-09-11",9,2493.3599999999997,"Consumer","Eric Hoffmann"
"EH-3990","2014-11-28",6,672.4889999999999,"Consumer","Erica Hackney"
"EH-4005","2014-06-18",7,2629.6739999999995,"Home Office","Erica Hernandez"
"EH-4125","2014-12-09",13,5012.220000000002,"Home Office","Eugene Hildebrand"
"EH-4185","2014-09-01",8,3577.769999999999,"Consumer","Evan Henry"
"EJ-13720","2014-11-12",22,8969.439999999999,"Consumer","Ed Jacobs"
"EJ-14155","2014-12-04",23,12324.844599999999,"Consumer","Eva Jacobs"
"EJ-3720","2014-07-28",8,1727.964,"Consumer","Ed Jacobs"
"EJ-4155","2014-12-09",5,2631.9900000000002,"Consumer","Eva Jacobs"
"EK-13795","2014-11-17",17,5597.346199999999,"Home Office","Eileen Kiefer"
"EK-3795","2014-06-02",6,1531.083,"Home Office","Eileen Kiefer"
"EL-13735","2014-11-08",23,10515.862000000001,"Home Office","Ed Ludwig"
"EL-3735","2014-12-05",11,3691.3920000000003,"Home Office","Ed Ludwig"
"EM-13810","2014-10-14",23,13549.728039999998,"Corporate","Eleni McCrary"
"EM-13825","2014-11-06",26,14128.078160000001,"Corporate","Elizabeth Moffitt"
"EM-13960","2014-12-29",37,25228.52947999999,"Consumer","Eric Murdock"
"EM-14065","2014-12-15",17,12108.309579999996,"Consumer","Erin Mull"
"EM-14095","2014-12-23",17,10889.699700000001,"Corporate","Eudokia Martin"
"EM-14140","2014-12-07",30,21507.29125999999,"Home Office","Eugene Moren"
"EM-14200","2014-11-20",23,17087.77766,"Home Office","Evan Minnotte"
"EM-3810","2014-11-03",6,1032.8790000000001,"Corporate","Eleni McCrary"
"EM-3825","2013-09-05",6,378.258,"Corporate","Elizabeth Moffitt"
"EM-3960","2014-06-20",8,2855.874,"Consumer","Eric Murdock"
"EM-4065","2014-11-09",9,3213.2460000000005,"Consumer","Erin Mull"
"EM-4095","2014-08-22",9,2833.5599999999995,"Corporate","Eudokia Martin"
"EM-4140","2014-09-29",6,1900.7910000000004,"Home Office","Eugene Moren"
"EM-4200","2014-08-02",4,2585.898,"Home Office","Evan Minnotte"
"EN-13780","2014-12-17",20,6333.916399999998,"Consumer","Edward Nazzal"
"EN-3780","2014-06-09",8,734.856,"Consumer","Edward Nazzal"
"EP-13915","2014-12-19",33,16283.357739999989,"Consumer","Emily Phan"
"EP-3915","2014-10-17",3,487.95000000000005,"Consumer","Emily Phan"
"ER-13855","2014-10-23",19,13395.999999999998,"Corporate","Elpida Rittenbach"
"ER-3855","2014-11-08",7,3736.296,"Corporate","Elpida Rittenbach"
"ES-14020","2014-12-31",32,12827.272939999997,"Consumer","Erica Smith"
"ES-14080","2014-12-03",24,16236.005799999995,"Corporate","Erin Smith"
"ES-4020","2014-12-03",7,1892.778,"Consumer","Erica Smith"
"ES-4080","2014-08-08",9,1925.544,"Corporate","Erin Smith"
"FA-14230","2014-12-09",29,13535.062800000003,"Corporate","Frank Atkinson"
"FA-4230","2014-06-30",6,814.5720000000001,"Corporate","Frank Atkinson"
"FC-14245","2014-11-19",23,10867.8088,"Home Office","Frank Carlisle"
"FC-14335","2014-09-15",23,8770.739640000002,"Corporate","Fred Chung"
"FC-4245","2013-08-27",6,1540.638,"Home Office","Frank Carlisle"
"FC-4335","2014-09-12",4,550.9499999999999,"Corporate","Fred Chung"
"FG-14260","2014-11-27",18,9396.505500000001,"Home Office","Frank Gastineau"
"FG-4260","2014-09-12",9,308.211,"Home Office","Frank Gastineau"
"FH-14275","2014-12-27",23,13569.566000000003,"Corporate","Frank Hawley"
"FH-14350","2014-12-30",20,10654.528820000001,"Consumer","Fred Harton"
"FH-14365","2014-12-30",30,27649.32652000001,"Corporate","Fred Hopkins"
"FH-4275","2014-08-19",5,113.064,"Corporate","Frank Hawley"
"FH-4350","2014-12-17",3,110.481,"Consumer","Fred Harton"
"FH-4365","2014-07-18",9,2751.348,"Corporate","Fred Hopkins"
"FM-14215","2014-12-24",31,14353.397800000002,"Corporate","Filia McAdams"
"FM-14290","2014-11-25",30,14382.319220000003,"Home Office","Frank Merwin"
"FM-14380","2014-08-08",21,6598.3977,"Consumer","Fred McMath"
"FM-4215","2014-09-26",6,2935.6139999999996,"Corporate","Filia McAdams"
"FM-4290","2014-12-29",8,2002.7100000000003,"Home Office","Frank Merwin"
"FM-4380","2014-12-30",6,843.5399999999998,"Consumer","Fred McMath"
"FO-14305","2014-12-09",37,15614.215499999997,"Consumer","Frank Olsen"
"FO-4305","2014-11-10",10,2158.4459999999995,"Consumer","Frank Olsen"
"FP-14320","2014-12-08",29,9939.0502,"Consumer","Frank Preis"
"FP-4320","2014-12-04",5,816.5820000000001,"Consumer","Frank Preis"
"FW-14395","2014-10-29",26,16961.378100000005,"Corporate","Fred Wasserman"
"FW-4395","2014-12-31",8,1220.8110000000001,"Corporate","Fred Wasserman"
"GA-14515","2014-12-09",24,12015.200319999996,"Consumer","George Ashbrook"
"GA-14725","2014-12-29",24,8817.545499999997,"Consumer","Guy Armstrong"
"GA-4515","2014-11-26",7,1318.389,"Consumer","George Ashbrook"
"GA-4725","2014-10-22",4,1460.7959999999998,"Consumer","Guy Armstrong"
"GB-14530","2014-11-28",25,11657.752999999993,"Corporate","George Bell"
"GB-14575","2014-12-18",24,10748.99238,"Consumer","Giulietta Baptist"
"GB-4530","2014-09-09",5,525.9,"Corporate","George Bell"
"GB-4575","2014-06-05",6,1821.912,"Consumer","Giulietta Baptist"
"GD-14590","2014-12-26",29,18005.000599999992,"Corporate","Giulietta Dortch"
"GD-4590","2014-01-13",4,700.6920000000001,"Corporate","Giulietta Dortch"
"GG-14650","2014-11-28",28,12902.962759999995,"Corporate","Greg Guthrie"
"GG-4650","2014-09-19",5,1000.422,"Corporate","Greg Guthrie"
"GH-14410","2014-12-11",36,13659.595980000004,"Home Office","Gary Hansen"
"GH-14425","2014-12-13",31,20039.763,"Consumer","Gary Hwang"
"GH-14485","2014-11-10",21,14692.674200000001,"Corporate","Gene Hale"
"GH-14665","2014-12-29",29,12921.451620000007,"Consumer","Greg Hansen"
"GH-4410","2014-03-09",9,1610.2199999999993,"Home Office","Gary Hansen"
"GH-4425","2014-12-10",10,4585.830000000001,"Consumer","Gary Hwang"
"GH-4485","2014-10-07",4,794.6219999999998,"Corporate","Gene Hale"
"GH-4665","2014-12-30",9,1077.0690000000004,"Consumer","Greg Hansen"
"GK-14620","2014-12-19",24,19215.769900000007,"Corporate","Grace Kelly"
"GK-4620","2014-09-22",4,764.6010000000001,"Corporate","Grace Kelly"
"GM-14440","2014-12-12",26,15782.461879999995,"Consumer","Gary McGarr"
"GM-14455","2014-12-15",17,10523.648999999998,"Home Office","Gary Mitchum"
"GM-14500","2014-09-16",23,6704.18562,"Consumer","Gene McClure"
"GM-14680","2014-12-30",31,12010.609439999995,"Consumer","Greg Matthias"
"GM-14695","2014-11-14",19,14564.942000000003,"Corporate","Greg Maxwell"
"GM-4440","2014-12-30",8,735.216,"Consumer","Gary McGarr"
"GM-4455","2014-06-06",4,488.43,"Home Office","Gary Mitchum"
"GM-4500","2014-09-18",5,4298.370000000001,"Consumer","Gene McClure"
"GM-4680","2014-10-20",6,1590.4020000000003,"Consumer","Greg Matthias"
"GM-4695","2014-05-23",7,791.5019999999997,"Corporate","Greg Maxwell"
"GP-14740","2014-12-30",25,10793.729000000005,"Corporate","Guy Phonely"
"GP-4740","2014-08-02",8,4610.103000000002,"Corporate","Guy Phonely"
"GR-14560","2014-11-12",24,8895.057539999996,"Corporate","Georgia Rosenberg"
"GR-4560","2014-07-31",6,4955.529000000001,"Corporate","Georgia Rosenberg"
"GT-14635","2014-11-05",20,19080.34783999999,"Corporate","Grant Thornton"
"GT-14710","2014-12-23",30,34471.89028,"Consumer","Greg Tran"
"GT-14755","2014-11-27",23,5601.706520000002,"Consumer","Guy Thornton"
"GT-4635","2014-12-22",7,1145.0099999999998,"Corporate","Grant Thornton"
"GT-4710","2014-11-06",4,1079.0639999999999,"Consumer","Greg Tran"
"GT-4755","2014-12-31",8,3457.578,"Consumer","Guy Thornton"
"GW-14605","2014-12-13",25,16239.491499999998,"Consumer","Giulietta Weimer"
"GW-4605","2014-12-17",8,1830.7890000000002,"Consumer","Giulietta Weimer"
"GZ-14470","2014-12-24",35,20869.69899999999,"Consumer","Gary Zandusky"
"GZ-14545","2014-10-16",24,11593.730800000003,"Corporate","George Zrebassa"
"GZ-4470","2014-08-06",8,3835.6259999999997,"Consumer","Gary Zandusky"
"GZ-4545","2014-12-01",6,3698.3879999999995,"Corporate","George Zrebassa"
"HA-14905","2014-10-23",24,15826.814440000004,"Consumer","Helen Abelman"
"HA-14920","2014-12-11",25,9740.398100000004,"Consumer","Helen Andreada"
"HA-4905","2014-12-18",4,1106.604,"Consumer","Helen Abelman"
"HA-4920","2014-10-02",6,670.6740000000001,"Consumer","Helen Andreada"
"HD-14785","2014-11-19",29,16749.140200000005,"Home Office","Harold Dahlen"
"HD-4785","2014-09-16",7,3325.608,"Home Office","Harold Dahlen"
"HE-14800","2014-12-25",27,9902.495219999997,"Corporate","Harold Engle"
"HE-4800","2014-11-25",8,1091.3220000000001,"Corporate","Harold Engle"
"HF-14995","2014-12-17",28,9712.869900000002,"Consumer","Herbert Flentye"
"HF-4995","2013-12-06",8,2099.9729999999995,"Consumer","Herbert Flentye"
"HG-14845","2014-12-19",30,21228.55452000001,"Consumer","Harry Greene"
"HG-14965","2014-12-08",34,16810.6866,"Corporate","Henry Goldwyn"
"HG-15025","2014-12-25",29,14737.8066,"Consumer","Hunter Glantz"
"HG-4845","2014-08-12",9,2987.898,"Consumer","Harry Greene"
"HG-4965","2014-09-23",5,354.588,"Corporate","Henry Goldwyn"
"HG-5025","2014-12-08",7,1476.6119999999999,"Consumer","Hunter Glantz"
"HH-15010","2014-11-07",24,13731.737820000002,"Corporate","Hilary Holden"
"HH-5010","2014-06-18",3,1497.5700000000002,"Corporate","Hilary Holden"
"HJ-14875","2014-12-26",32,14312.79619999999,"Home Office","Heather Jas"
"HJ-4875","2014-02-24",6,1121.2200000000003,"Home Office","Heather Jas"
"HK-14890","2014-11-18",27,13886.443099999999,"Corporate","Heather Kirkland"
"HK-4890","2014-11-05",6,1656.9660000000001,"Corporate","Heather Kirkland"
"HL-15040","2014-12-01",20,26469.230580000007,"Consumer","Hunter Lopez"
"HL-5040","2014-06-26",4,579.336,"Consumer","Hunter Lopez"
"HM-14860","2014-12-30",37,27434.167600000004,"Corporate","Harry Marie"
"HM-14980","2014-12-06",29,12718.791600000004,"Consumer","Henry MacAllister"
"HM-4860","2014-11-27",4,1042.77,"Corporate","Harry Marie"
"HM-4980","2013-09-23",5,4409.298,"Consumer","Henry MacAllister"
"HP-14815","2014-12-01",24,7321.4394999999995,"Home Office","Harold Pawlan"
"HP-4815","2014-10-29",5,1196.6820000000002,"Home Office","Harold Pawlan"
"HR-14770","2014-12-18",18,11126.928999999996,"Home Office","Hallie Redmond"
"HR-14830","2014-11-10",21,9637.154359999999,"Corporate","Harold Ryan"
"HR-4770","2014-06-27",8,4550.322,"Home Office","Hallie Redmond"
"HR-4830","2014-08-05",3,391.9380000000001,"Corporate","Harold Ryan"
"HW-14935","2014-11-27",28,17199.201999999994,"Corporate","Helen Wasserman"
"HW-4935","2014-11-05",7,1174.8239999999998,"Corporate","Helen Wasserman"
"HZ-14950","2014-11-26",22,9656.404800000004,"Consumer","Henia Zydlo"
"HZ-4950","2014-06-06",6,2830.416,"Consumer","Henia Zydlo"
"IG-15085","2014-12-18",25,10383.130979999996,"Consumer","Ivan Gibson"
"IG-5085","2014-12-30",12,5766.2429999999995,"Consumer","Ivan Gibson"
"IL-15100","2014-09-06",25,11802.693760000004,"Consumer","Ivan Liston"
"IL-5100","2014-07-21",7,1052.808,"Consumer","Ivan Liston"
"IM-15055","2014-12-16",15,5154.839760000002,"Consumer","Ionia McGrath"
"IM-15070","2014-11-21",27,17854.101120000003,"Consumer","Irene Maddox"
"IM-5055","2014-12-12",7,4324.950000000001,"Consumer","Ionia McGrath"
"IM-5070","2014-11-11",7,2064.0660000000003,"Consumer","Irene Maddox"
"JA-15970","2014-12-31",25,17105.470699999994,"Consumer","Joseph Airdo"
"JA-5970","2014-12-31",7,1057.2269999999999,"Consumer","Joseph Airdo"
"JB-15400","2014-12-24",34,13085.5039,"Corporate","Jennifer Braxton"
"JB-15925","2014-12-22",19,12325.286960000003,"Consumer","Joni Blumstein"
"JB-16000","2014-12-30",32,22127.18111999999,"Consumer","Joy Bell-"
"JB-16045","2014-12-31",24,13851.275679999993,"Home Office","Julia Barnett"
"JB-5400","2014-10-10",7,2172.0299999999997,"Corporate","Jennifer Braxton"
"JB-5925","2014-12-09",8,1012.0920000000001,"Consumer","Joni Blumstein"
"JB-6000","2014-07-10",7,1881.006,"Consumer","Joy Bell-"
"JB-6045","2014-12-03",10,3235.6560000000004,"Home Office","Julia Barnett"
"JC-15340","2014-11-27",29,17836.284599999995,"Consumer","Jasper Cacioppo"
"JC-15385","2014-12-23",25,12978.930919999999,"Consumer","Jenna Caffey"
"JC-15775","2014-12-30",25,10582.785040000002,"Consumer","John Castell"
"JC-16105","2014-11-04",28,11079.104879999997,"Corporate","Julie Creighton"
"JC-5340","2014-08-11",6,606.1049999999999,"Consumer","Jasper Cacioppo"
"JC-5385","2014-12-16",9,3183.0750000000003,"Consumer","Jenna Caffey"
"JC-5775","2014-12-18",5,1712.487,"Consumer","John Castell"
"JC-6105","2014-09-20",6,3914.939999999999,"Corporate","Julie Creighton"
"JD-15790","2014-12-16",24,10267.749759999999,"Consumer","John Dryer"
"JD-15895","2014-12-25",32,16711.32421999999,"Corporate","Jonathan Doherty"
"JD-16015","2014-11-13",24,8690.629300000004,"Consumer","Joy Daniels"
"JD-16060","2014-10-27",19,7683.040959999999,"Consumer","Julia Dunbar"
"JD-16150","2014-12-31",28,18281.849480000004,"Corporate","Justin Deggeller"
"JD-5790","2014-03-07",5,1323.072,"Consumer","John Dryer"
"JD-5895","2014-12-29",6,2770.434000000001,"Corporate","Jonathan Doherty"
"JD-6015","2014-11-19",8,2652.7799999999997,"Consumer","Joy Daniels"
"JD-6060","2014-08-13",9,3541.439999999999,"Consumer","Julia Dunbar"
"JD-6150","2014-12-10",6,5329.769999999999,"Corporate","Justin Deggeller"
"JE-15475","2014-11-26",22,5905.076,"Consumer","Jeremy Ellison"
"JE-15610","2014-11-19",26,13192.692400000002,"Corporate","Jim Epp"
"JE-15715","2014-12-22",36,22275.2689,"Consumer","Joe Elijah"
"JE-15745","2014-11-29",35,19629.12895999999,"Consumer","Joel Eaton"
"JE-16165","2014-12-11",20,8352.71836,"Corporate","Justin Ellison"
"JE-5475","2014-12-04",8,914.178,"Consumer","Jeremy Ellison"
"JE-5610","2014-07-09",6,756.8550000000001,"Corporate","Jim Epp"
"JE-5715","2014-10-06",7,180.3,"Consumer","Joe Elijah"
"JE-5745","2014-06-20",7,2275.5,"Consumer","Joel Eaton"
"JE-6165","2014-11-25",8,4555.716,"Corporate","Justin Ellison"
"JF-15190","2014-12-25",28,17064.707499999997,"Consumer","Jamie Frazer"
"JF-15295","2014-11-05",24,20382.25029999999,"Consumer","Jason Fortune-"
